"","epi_ctry","epi_subj","epi_demo_sex","epi_demo_age","epi_demo_edu","epi_demo_edu_8_TEXT","epi_demo_occ","epi_demo_pocc","epi_demo_ethn","epi_demo_chn_howl","epi_demo_vut_whis","epi_demo_whli","epi_demo_howl","epi_demo_thl_ses","epi_demo_rlgn","epi_demo_prel","epi_demo_chur","epi_demo_ubru","epi_demo_ses_num","epi_demo_ses_cat","epi_demo_howr_cat","epi_demo_howr_num","epi_demo_affr_num","epi_demo_tung_num","epi_demo_ytng_num","epi_demo_affr_cat","epi_demo_tung_cat","epi_demo_ytng_cat","epi_version","epi_recr","epi_wher","epi_whoc","epi_inlang","epi_charc"
"92","China",20493,"Male",32,NA,NA,"Environmental","Reject to answer","Han","Missing Data",NA,"Anhui",NA,NA,"None","None","None","Rural",-1,"a little poorer","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"93","China",20494,"Female",23,NA,NA,"White collar worker","Staff","Han","5",NA,"Shandong",NA,NA,"None","None","None","Urban",0,"about the same","strongly disagree",-2,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"94","China",20497,"Male",23,NA,NA,"Aduit","Farmer","Han","20",NA,"Zhengzhou, Henan",NA,NA,"None","None","None","Rural",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"95","China",20498,"Male",24,NA,NA,"Hair stylist","Do business","Han","6",NA,"Henan",NA,NA,"None","Christianity","None","Rural",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"96","China",20501,"Male",25,NA,NA,"Hair Stylist","Farmer","Han","5",NA,"Jiangxi",NA,NA,"None","None","Temple festival within 10 times","Rural",-1,"a little poorer","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"97","China",20502,"Male",33,NA,NA,"Hair Stylist","Farmer","Han","17",NA,"Anhui",NA,NA,"None","Mom: Buddhism","None","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"98","China",20505,"Female",33,NA,NA,"Consultant","Mechanic","Han","3",NA,"Beijing",NA,NA,"None","None","Temple (1-2 years/year) worship","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"99","China",20506,"Female",45,NA,NA,"Housewife","Farmer","Han","Missing Data",NA,"Shanghai",NA,NA,"Studying Buddhism","Mom: Buddhist","Temple 1-2 times / year","Urban",0,"about the same","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"100","China",20509,"Male",53,NA,NA,"CEO","Labor, farmer","Han",">4",NA,"Quebi, Henan",NA,NA,"None","Buddhism (mother)","Temple","Rural",1,"a little richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"101","China",20510,"Male",52,NA,NA,"Management","Tech staff, Management staff","Han","Missing Data",NA,"Shanghai",NA,NA,"None","None","None","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"102","China",20513,"Female",36,NA,NA,"Finance","Farmer","Han","17",NA,"Xuzhou, Jiangsu",NA,NA,"None","None","Temple, Chenghuang temple 3-4 times/year","Rural",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"103","China",20514,"Male",37,NA,NA,"Design","Individual","Han","Missing Data",NA,"Shanghai",NA,NA,"None","None","Temple","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"104","China",20517,"Male",36,NA,NA,"Sale person, Junior College","Labor","Han",">20",NA,"Jiangsu",NA,NA,"None","None","Temple","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"105","China",20518,"Male",33,"No HS degree",NA,"Manager","Farmer","Han","10",NA,"Anhui",NA,NA,"None","None","Temple, stop by/ for pleasure","Rural",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"106","China",20521,"Male",47,NA,NA,"Engineer","Farmer","Han",">20",NA,"Gansu",NA,NA,"None","None","None","Rural",-1,"a little poorer","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"107","China",20522,"Male",69,NA,NA,"Engineer, Education","Office staff","Han","11",NA,"Cangzhou, Hebei",NA,NA,"None","None","None","Urban",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"108","China",20525,"Female",57,"No HS degree",NA,"Individual","Labor","Han","20",NA,"Dongbei",NA,NA,"None","None","Temple","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"109","China",20526,"Male",50,"No HS degree",NA,"Security","Labor","Han","Missing Data",NA,"Shanghai",NA,NA,"Buddhism","Buddhism","Songye Temple","Rural",-1,"a little poorer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"110","China",20529,"Male",58,NA,NA,"Property Manager","Labor","Han","Missing Data",NA,"Missing Data",NA,NA,"Actually believe in Buddhism","Missing Data","Catholicism, Catholic Church. First day of the Month, go to Longhua Temple","Urban",1,"a little richer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"111","China",20530,"Female",62,"Some college",NA,"Middle school teacher","Accounting teacher, Father had early death","Han","Missing Data",NA,"Missing Data",NA,NA,"Christianity","Missing Data","Hongde Temple (Presbyterian Shanghai North tomb: Tomb of Jing Ling Tang)","Urban",2,"much richer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"112","China",20533,"Male",62,NA,NA,"Waiter","Farmer","Han","0.5",NA,"Heilongjiang",NA,NA,"None","Folk","None, only visit the grave, not go to the temple","Rural",-2,"much poorer","strongly disagree",-2,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"113","China",20534,"Female",21,"Bachelors degree",NA,"Russian","Civil servant, Mother housewife","Han","3",NA,"Ningbo, Zhejiang",NA,NA,"None (incline to Buddhism)","None (Guanyin at home)","Go to temple while traveling","Urban",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"114","China",20537,"Male",70,"Bachelors degree",NA,"Teacher","Reject to answer (Mother is housewife)","Han","Missing Data",NA,"Hei Long Jiang",NA,NA,"Buddhism. Practice and has been vegetarian for 20 years","Parents: Buddhism (a little)","Temple (been there a lot)","Urban",-1,"a little poorer","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"115","China",20538,"Male",64,"Some college",NA,"Employed, Electronic Information","Farmer (died when he was very little (7 years old because of Natural Disaster Period)","Han","56",NA,"Jiangdu, Jiangsu",NA,NA,"Buddhism / Ancestors (a little bit believe)","Same","Temple (travel)","Rural",0,"about the same","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"116","China",20541,"Male",77,"Some college",NA,"Construction engineer","Labor","Han","77",NA,"Shanghai",NA,NA,"Atheist","Buddhism","Jingan Temple, every first and fifteenth of the month, free ticket","Urban",1,"a little richer","strongly disagree",-2,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"117","China",20542,"Male",NA,NA,NA,"Refuse to answer","Refuse to answer","Han","Missing Data",NA,"Shanghai",NA,NA,"None","Missing Data","None","Urban",NA,NA,"strongly disagree",-2,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"118","China",20545,"Female",32,"Bachelors degree",NA,"Environmental protection related","Mom: Nurse, Dad: Civil servant","Han","14",NA,"Taizhou, Zhejiang",NA,NA,"None","Possibly believe Buddhism, with no action, worship with rules","Only visit temple while traveling","Urban",-1,"a little poorer","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"119","China",20475,"Female",58,NA,NA,"Teacher","Labor","Han","mdata",NA,"mdata",NA,NA,"mdata","mdata","not trans","Rural",1,"a little richer","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"120","China",20476,"Male",78,NA,NA,"Labor","mdata","Han","mdata",NA,"mdata",NA,NA,"mdata","mdata","Temple(travel)","Urban",0,"about the same","strongly disagree",-2,NA,NA,NA,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"121","China",20479,"Female",78,NA,NA,"geology","staff","Han","mdata",NA,"mdata",NA,NA,"No","mdata","not trans","Rural",-1,"a little poorer","disagree",-1,NA,NA,NA,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"122","China",20480,"Female",65,NA,NA,"retired. cadre","cadre. housewife","Han","mdata",NA,"mdata",NA,NA,"None","mdata","Temple, once","Urban",-1,"a little poorer","disagree",-1,NA,NA,NA,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"123","China",20483,"Female",43,NA,NA,"Audit","teacher","Han","mdata",NA,"Small town",NA,NA,"Buddhism","mdata","temple 1-2 times/year","Urban",0,"about the same","neither agree nor disagree",0,NA,NA,NA,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"124","China",20484,"Male",68,NA,NA,"Accountant","cadre","Han","mdata",NA,"mdata",NA,NA,"None","mdata","Temple(travel)","Urban",0,"about the same","neither agree nor disagree",0,NA,NA,NA,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"125","China",20487,"Female",67,NA,NA,"Accountant","Bank","Han","mdata",NA,"mdata",NA,NA,"mdata","mdata","Travel","Rural",0,"about the same","strongly disagree",-2,NA,NA,NA,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"126","China",20488,"Female",22,NA,NA,"Nurse","chef, business man","Han","mdata",NA,"Shanghai",NA,NA,"None","None","None","Urban",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"127","China",20491,"Female",21,NA,NA,"Student","Designer","Han","mdata",NA,"Jiangsu",NA,NA,"None","None","None","Rural",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"128","China",20492,"Female",26,NA,NA,"Student social work","Individual staff","Han","2",NA,"Jiangsu Suzhou",NA,NA,"None","Buddhism (mother)","Temple (mother bring to) once a year","Urban",-1,"a little poorer","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"129","China",20495,"Male",29,NA,NA,"staff","Bank do business","Han","2.5",NA,"Shanxi",NA,NA,"None","None","Church","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"130","China",20496,"Female",31,NA,NA,"Finance","Teacher, housewife","Han","1 week",NA,"Zhoukou, Henan",NA,NA,"None","None","None","Rural",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"131","China",20499,"Male",36,NA,NA,"Director","Farmer","Han","20",NA,"Shandong",NA,NA,"None","None","None","Rural",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"132","China",20500,"Male",37,NA,NA,"Hair stylist","State power","Han","20",NA,"Anhui",NA,NA,"None (think about Buddhism)","Buddhism (mother)","Temple. once a year","Rural",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"133","China",20503,"Male",25,NA,NA,"teacher","Staff","Han","mdata",NA,"Shanghai",NA,NA,"None","None","None","Urban",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"134","China",20504,"Female",35,NA,NA,"Consultant","individual","Han","mdata",NA,"Hubei",NA,NA,"None","Buddhism (mother)","Temple","Rural",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"135","China",20507,"Female",33,NA,NA,"Consultant","Civil servant, teacher","Han","6",NA,"Hunan",NA,NA,"Buddhist","Buddhism (parents)","None","Urban",0,"about the same","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"136","China",20508,"Female",39,NA,NA,"Consultant","individual","Han","1",NA,"Changchun, Jilin",NA,NA,"None","Buddhism","Buddhist festivals, Tourism","Urban",0,"about the same","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"137","China",20511,"Male",50,NA,NA,"Salesman","labor","Han","mdata",NA,"Yangzhou, Jiangsu",NA,NA,"None","None","None","Rural",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"138","China",20512,"Female",65,NA,NA,"office staff","Labor","Han","mdata",NA,"Shanghai",NA,NA,"None","None","None","Rural",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"139","China",20515,"Female",61,NA,NA,"Finance","Staff","Han","6",NA,"Zhoushan, Zhejiang",NA,NA,"None","None","None","Urban",0,"about the same","strongly disagree",-2,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"140","China",20516,"Female",60,"Bachelors degree",NA,"teacher","labor, housewife","Han","25",NA,"Dongbei",NA,NA,"None","Buddhism (a little bit believe)","None","Urban",0,"about the same","neither agree nor disagree",0,NA,NA,NA,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"141","China",20519,"Male",58,NA,NA,"Freelance","Farmer","Han","mdata",NA,"Shanghai",NA,NA,"None","None","mdata","Rural",-1,"a little poorer","neither agree nor disagree",0,NA,NA,NA,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"142","China",20520,"Male",50,"Bachelors degree",NA,"Manager, freelance","freelance","Han","6",NA,"Chaoshan",NA,NA,"None","None","Temple","Urban",0,"about the same","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"143","China",20523,"Female",76,NA,NA,"Testing","Individual","Han","mdata",NA,"Shanghai",NA,NA,"Buddhism","None","Temple","Urban",0,"about the same","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"144","China",20524,"Female",80,"Some college",NA,"Medical","Teacher, housewife","Han","50+",NA,"Ningbo, Zhejiang",NA,NA,"Buddhism","None","Temple","Urban",0,"about the same","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"145","China",20527,"Female",58,NA,NA,"Labor","Farmer","Han","mdata",NA,"Shanghai",NA,NA,"None","None","None","Urban",1,"a little richer","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"146","China",20528,"Female",61,"No HS degree",NA,"Farmer","Cadre","Han","8",NA,"Dengfeng, Henan",NA,NA,"None","Buddhism","None","Rural",-1,"a little poorer","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Tiange Zhang","Chinese","0"
"147","China",20531,"Male",33,NA,NA,"Restaurant owner","labor","Han","33",NA,"Shanghai",NA,NA,"None","None","Longhua Temple (was brought to burn incense)","Urban",-1,"a little poorer","strongly disagree",-2,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"148","China",20532,"Female",25,NA,NA,"Bubble tea store owner","mdata","Han","1.5",NA,"Wenzhou",NA,NA,"None","Mother believes in Buddhism, and father is similar to himself","Temple","Urban",-1,"a little poorer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"149","China",20535,"Male",32,NA,NA,"Sociology/Website maintanence","Mom: Supply Chain Director, Dad: Civil servant","Han","mdata",NA,"Shanghai",NA,NA,"None","None, mother will pray and make wishes","Lingyin Temple (A wish to return to a wish)","Urban",2,"much richer","disagree",-1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"150","China",20536,"Male",65,NA,NA,"Labor","Teacher","Han","65",NA,"Shanghai",NA,NA,"(Not specific religious) Ancestor","mdata","temple","Urban",-2,"much poorer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"151","China",20539,"Male",26,NA,NA,"Computer Science","Farmer Farmer","Han","1.5",NA,"Cangzhou, Hebei",NA,NA,"Incline to Buddhism","Buddhism","Temple (Mount Putuo)","Urban",-1,"a little poorer","neither agree nor disagree",0,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"152","China",20540,"Male",33,"No HS degree",NA,"contract worker","Farmer","Han","1+",NA,"Anhui",NA,NA,"Reincarnation","Christianity","Not really","Urban",-2,"much poorer","neither agree nor disagree",0,0,0,0,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"153","China",20543,"Male",82,NA,NA,"teacher","Labor","Han","82",NA,"Shanghai",NA,NA,"None","None","None","Urban",1,"a little richer","strongly disagree",-2,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"154","China",20544,"Male",23,"Bachelors degree",NA,"Travel Management","Farmer","Han","0.5",NA,"Middle land",NA,NA,"None","None","None (for pleasure) occasionally go to temple","Rural",-1,"a little poorer","strongly disagree",-2,1,1,1,NA,NA,NA,2,"Face to face","Public spaces around Shanghai","Yifan Yang","Chinese","0"
"155","China",20546,"Female",50,"Bachelors degree",NA,"Psychologist / hypnotist","Company manager","Han","Over 10 years",NA,"Shanghai",NA,NA,"True Jesus Church","Not religious","True Jesus Church","Urban",2,"much richer","agree",1,1,1,1,NA,NA,NA,2,"Face to face","Anonymous Church in Shanghai","Yifan Yang","Chinese","1"
"156","China",20549,"Female",28,NA,NA,"Internet Network Operations","Dad: Businessman, Mom: Housewife","Han","Half a year",NA,"Putian City, Fujian province",NA,NA,"True Jesus Church","Missing Data","True Jesus Church","Rural",0,"about the same","strongly agree",2,1,1,1,NA,NA,NA,2,"Face to face","Anonymous Church in Shanghai","Yifan Yang","Chinese","1"
